Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;PIEMONTE;TO;1001060;A1DA; ;B867;CASALBORGONE;B;B1;TO00000883;21;Abitazioni di tipo economico;NORMALE;P;480;720;L;2,9;4,3;L;
NORD-OVEST;PIEMONTE;TO;1001060;A1DA; ;B867;CASALBORGONE;B;B1;TO00000883;13;Box;NORMALE;P;350;530;L;2,2;3,3;L;
NORD-OVEST;PIEMONTE;TO;1001060;A1DA; ;B867;CASALBORGONE;B;B1;TO00000883;1;Ville e Villini;NORMALE;P;640;960;L;3;4,5;L;
NORD-OVEST;PIEMONTE;TO;1001060;A1DA; ;B867;CASALBORGONE;B;B1;TO00000883;1;Ville e Villini;OTTIMO; ;860;1250;L;3,4;5,1;L;
NORD-OVEST;PIEMONTE;TO;1001060;A1DA; ;B867;CASALBORGONE;B;B1;TO00000883;9;Magazzini;NORMALE;P;300;450;L;1,8;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001060;A1DA; ;B867;CASALBORGONE;B;B1;TO00000883;5;Negozi;NORMALE;P;410;820;L;3,5;7;L;
NORD-OVEST;PIEMONTE;TO;1001060;A1DA; ;B867;CASALBORGONE;B;B1;TO00000883;10;Laboratori;NORMALE;P;320;480;L;1,9;3,2;L;
NORD-OVEST;PIEMONTE;TO;1001061;A1DB; ;B953;CASCINETTE D`IVREA;B;B1;TO00000215;20;Abitazioni civili;NORMALE;P;570;860;L;3,5;5,2;L;
NORD-OVEST;PIEMONTE;TO;1001061;A1DB; ;B953;CASCINETTE D`IVREA;B;B1;TO00000215;21;Abitazioni di tipo economico;NORMALE;P;480;720;L;2,9;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001061;A1DB; ;B953;CASCINETTE D`IVREA;B;B1;TO00000215;13;Box;NORMALE;P;310;470;L;2;3;L;
NORD-OVEST;PIEMONTE;TO;1001061;A1DB; ;B953;CASCINETTE D`IVREA;B;B1;TO00000215;1;Ville e Villini;NORMALE;P;640;960;L;2,3;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001061;A1DB; ;B953;CASCINETTE D`IVREA;B;B1;TO00000215;5;Negozi;NORMALE;P;360;720;L;2,2;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;20;Abitazioni civili;NORMALE;P;1050;1550;L;4,6;6,9;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;21;Abitazioni di tipo economico;NORMALE;P;780;1150;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;13;Box;NORMALE;P;470;700;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;1;Ville e Villini;NORMALE;P;1150;1700;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;9;Magazzini;NORMALE;P;320;480;L;2;3;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;5;Negozi;NORMALE;P;550;1100;L;4,1;8,2;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;6;Uffici;NORMALE;P;580;1100;L;3;5,8;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;8;Capannoni industriali;NORMALE;P;200;400;L;1,4;2,8;L;
NORD-OVEST;PIEMONTE;TO;1001062;A1DC; ;B955;CASELETTE;B;B1;TO00000217;10;Laboratori;NORMALE;P;340;580;L;1,9;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;B;B1;TO00000948;21;Abitazioni di tipo economico;NORMALE;P;760;1100;L;5,2;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;B;B1;TO00000948;13;Box;NORMALE;P;650;970;L;3,8;5,7;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;B;B1;TO00000948;9;Magazzini;NORMALE;P;460;690;L;3;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;B;B1;TO00000948;5;Negozi;NORMALE;P;650;1300;L;5,5;11;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;B;B1;TO00000948;6;Uffici;NORMALE;P;550;1100;L;4,7;9,4;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;B;B1;TO00000948;10;Laboratori;NORMALE;P;480;820;L;2,4;4,8;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;C;C1;TO00000219;20;Abitazioni civili;OTTIMO; ;1350;2050;L;6,1;9,1;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;C;C1;TO00000219;20;Abitazioni civili;NORMALE;P;870;1300;L;4,3;6,5;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;C;C1;TO00000219;21;Abitazioni di tipo economico;NORMALE;P;800;1200;L;4,5;6,7;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;C;C1;TO00000219;13;Box;NORMALE;P;690;1000;L;3,4;5,1;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;C;C1;TO00000219;9;Magazzini;NORMALE;P;400;600;L;2,9;4,2;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;C;C1;TO00000219;5;Negozi;NORMALE;P;600;1200;L;4,6;9,1;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;D;D1;TO00000950;20;Abitazioni civili;NORMALE;P;1200;1800;L;5;7,5;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;D;D1;TO00000950;9;Magazzini;NORMALE;P;460;690;L;3;4,6;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;D;D3;TO00000953;20;Abitazioni civili;NORMALE;P;1100;1650;L;4,7;7,1;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;D;D3;TO00000953;20;Abitazioni civili;OTTIMO; ;1650;2450;L;7;10,5;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;D;D3;TO00000953;21;Abitazioni di tipo economico;NORMALE;P;830;1250;L;4,6;6,9;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;D;D3;TO00000953;8;Capannoni industriali;NORMALE;P;200;390;L;1,8;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001063;A1DD; ;B960;CASELLE TORINESE;D;D3;TO00000953;10;Laboratori;NORMALE;P;380;760;L;2,3;4,6;L;
NORD-OVEST;PIEMONTE;TO;1001064;A1DE; ;C045;CASTAGNETO PO;B;B1;TO00000884;20;Abitazioni civili;NORMALE;P;740;1100;L;3,8;5,7;L;
NORD-OVEST;PIEMONTE;TO;1001064;A1DE; ;C045;CASTAGNETO PO;B;B1;TO00000884;21;Abitazioni di tipo economico;NORMALE;P;530;790;L;2,9;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001064;A1DE; ;C045;CASTAGNETO PO;B;B1;TO00000884;13;Box;NORMALE;P;380;570;L;2,3;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001064;A1DE; ;C045;CASTAGNETO PO;B;B1;TO00000884;1;Ville e Villini;NORMALE;P;700;1050;L;3,4;5;L;
NORD-OVEST;PIEMONTE;TO;1001064;A1DE; ;C045;CASTAGNETO PO;B;B1;TO00000884;1;Ville e Villini;OTTIMO; ;1000;1500;L;4,1;6,1;L;
NORD-OVEST;PIEMONTE;TO;1001064;A1DE; ;C045;CASTAGNETO PO;B;B1;TO00000884;9;Magazzini;NORMALE;P;280;410;L;1,9;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001065;A1DF; ;C048;CASTAGNOLE PIEMONTE;B;B1;TO00000225;20;Abitazioni civili;NORMALE;P;760;1150;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001065;A1DF; ;C048;CASTAGNOLE PIEMONTE;B;B1;TO00000225;21;Abitazioni di tipo economico;NORMALE;P;570;850;L;3,2;4,8;L;
NORD-OVEST;PIEMONTE;TO;1001065;A1DF; ;C048;CASTAGNOLE PIEMONTE;B;B1;TO00000225;13;Box;NORMALE;P;470;700;L;2,5;3,7;L;
NORD-OVEST;PIEMONTE;TO;1001065;A1DF; ;C048;CASTAGNOLE PIEMONTE;B;B1;TO00000225;1;Ville e Villini;NORMALE;P;770;1150;L;3,1;4,6;L;
NORD-OVEST;PIEMONTE;TO;1001065;A1DF; ;C048;CASTAGNOLE PIEMONTE;B;B1;TO00000225;9;Magazzini;NORMALE;P;320;480;L;2;3;L;
NORD-OVEST;PIEMONTE;TO;1001065;A1DF; ;C048;CASTAGNOLE PIEMONTE;B;B1;TO00000225;5;Negozi;NORMALE;P;460;920;L;3,6;7,2;L;
NORD-OVEST;PIEMONTE;TO;1001065;A1DF; ;C048;CASTAGNOLE PIEMONTE;B;B1;TO00000225;10;Laboratori;NORMALE;P;300;600;L;1,9;3,8;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;B;B1;TO00000980;20;Abitazioni civili;NORMALE;P;670;1000;L;4,1;6,1;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;B;B1;TO00000980;21;Abitazioni di tipo economico;NORMALE;P;540;810;L;3,4;5,1;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;B;B1;TO00000980;13;Box;NORMALE;P;500;750;L;3,1;4,6;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;B;B1;TO00000980;5;Negozi;NORMALE;P;540;1050;L;4,4;8,8;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;B;B1;TO00000980;6;Uffici;NORMALE;P;580;1150;L;3,5;7;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;C;C2;TO00001360;20;Abitazioni civili;OTTIMO; ;1150;1700;L;4,9;7,4;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;C;C2;TO00001360;20;Abitazioni civili;NORMALE;P;620;930;L;3,3;5;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;C;C2;TO00001360;21;Abitazioni di tipo economico;NORMALE;P;550;820;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;C;C2;TO00001360;13;Box;NORMALE;P;500;750;L;3,1;4,7;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;C;C2;TO00001360;1;Ville e Villini;NORMALE;P;800;1200;L;3,6;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;C;C2;TO00001360;5;Negozi;NORMALE;P;490;980;L;3,4;6,4;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;C;C2;TO00001360;6;Uffici;NORMALE;P;580;1150;L;3,4;6,8;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;D;D1;TO00000981;8;Capannoni industriali;NORMALE;P;210;420;L;1,4;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;E;E2;TO00001361;20;Abitazioni civili;NORMALE;P;540;810;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;E;E2;TO00001361;21;Abitazioni di tipo economico;NORMALE;P;270;400;L;1,7;2,5;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;E;E2;TO00001361;13;Box;NORMALE;P;480;720;L;3;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;E;E4;TO00003830;20;Abitazioni civili;NORMALE;P;540;810;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;E;E4;TO00003830;21;Abitazioni di tipo economico;NORMALE;P;300;440;L;1,7;2,5;L;
NORD-OVEST;PIEMONTE;TO;1001066;A1DG; ;C133;CASTELLAMONTE;E;E4;TO00003830;13;Box;NORMALE;P;480;720;L;3;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001067;A1DH; ;C241;CASTELNUOVO NIGRA;B;B1;TO00000229;21;Abitazioni di tipo economico;NORMALE;P;280;420;L;1,4;2,1;L;
NORD-OVEST;PIEMONTE;TO;1001067;A1DH; ;C241;CASTELNUOVO NIGRA;B;B1;TO00000229;13;Box;NORMALE;P;280;410;L;1,5;2,3;L;
NORD-OVEST;PIEMONTE;TO;1001067;A1DH; ;C241;CASTELNUOVO NIGRA;B;B1;TO00000229;9;Magazzini;NORMALE;P;140;210;L;1;1,4;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;20;Abitazioni civili;OTTIMO; ;1500;2250;L;5,8;8,6;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;20;Abitazioni civili;NORMALE;P;900;1350;L;4,2;6,3;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;21;Abitazioni di tipo economico;NORMALE;P;600;900;L;4;6;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;21;Abitazioni di tipo economico;OTTIMO; ;900;1350;L;5,1;7,7;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;13;Box;NORMALE;P;500;750;L;3,2;4,8;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;1;Ville e Villini;NORMALE;P;960;1450;L;3,8;5,7;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;1;Ville e Villini;OTTIMO; ;1600;2400;L;4,8;7;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;9;Magazzini;NORMALE;P;270;410;L;2;3;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;5;Negozi;NORMALE;P;600;1200;L;5,4;10,8;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;6;Uffici;NORMALE;P;630;1250;L;4;8;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;8;Capannoni industriali;NORMALE;P;220;440;L;1,6;3,1;L;
NORD-OVEST;PIEMONTE;TO;1001068;A1DI; ;C307;CASTIGLIONE TORINESE;B;B1;TO00000232;10;Laboratori;NORMALE;P;300;480;L;1,6;3,1;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;20;Abitazioni civili;NORMALE;P;630;940;L;3,4;5;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;21;Abitazioni di tipo economico;NORMALE;P;440;660;L;2,7;4,1;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;13;Box;NORMALE;P;310;470;L;2,1;3,1;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;1;Ville e Villini;NORMALE;P;640;960;L;3,3;4,9;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;9;Magazzini;NORMALE;P;270;410;L;1,7;2,6;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;5;Negozi;NORMALE;P;440;880;L;3,4;6,8;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;6;Uffici;NORMALE;P;500;1000;L;3,1;6,1;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;8;Capannoni industriali;NORMALE;P;210;410;L;1,5;3;L;
NORD-OVEST;PIEMONTE;TO;1001069;A1DJ; ;C369;CAVAGNOLO;B;B1;TO00000885;10;Laboratori;NORMALE;P;300;530;L;1,8;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001070;A1DL; ;C404;CAVOUR;B;B1;TO00000888;20;Abitazioni civili;NORMALE;P;870;1300;L;3,4;5,1;L;
NORD-OVEST;PIEMONTE;TO;1001070;A1DL; ;C404;CAVOUR;B;B1;TO00000888;21;Abitazioni di tipo economico;NORMALE;P;640;960;L;3,1;4,5;L;
NORD-OVEST;PIEMONTE;TO;1001070;A1DL; ;C404;CAVOUR;B;B1;TO00000888;13;Box;NORMALE;P;380;570;L;2,3;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001070;A1DL; ;C404;CAVOUR;B;B1;TO00000888;9;Magazzini;NORMALE;P;300;450;L;1,9;2,8;L;
NORD-OVEST;PIEMONTE;TO;1001070;A1DL; ;C404;CAVOUR;B;B1;TO00000888;5;Negozi;NORMALE;P;440;880;L;3,9;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001070;A1DL; ;C404;CAVOUR;B;B1;TO00000888;6;Uffici;NORMALE;P;460;920;L;2,6;5,2;L;
NORD-OVEST;PIEMONTE;TO;1001070;A1DL; ;C404;CAVOUR;B;B1;TO00000888;10;Laboratori;NORMALE;P;320;640;L;1,8;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001071;A1DM; ;C487;CERCENASCO;B;B1;TO00000914;20;Abitazioni civili;NORMALE;P;570;860;L;3,3;4,9;L;
NORD-OVEST;PIEMONTE;TO;1001071;A1DM; ;C487;CERCENASCO;B;B1;TO00000914;21;Abitazioni di tipo economico;NORMALE;P;540;810;L;3,1;4,6;L;
NORD-OVEST;PIEMONTE;TO;1001071;A1DM; ;C487;CERCENASCO;B;B1;TO00000914;13;Box;NORMALE;P;480;720;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001071;A1DM; ;C487;CERCENASCO;B;B1;TO00000914;1;Ville e Villini;NORMALE;P;730;1100;L;3;4,5;L;
NORD-OVEST;PIEMONTE;TO;1001071;A1DM; ;C487;CERCENASCO;B;B1;TO00000914;9;Magazzini;NORMALE;P;310;450;L;1,9;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001071;A1DM; ;C487;CERCENASCO;B;B1;TO00000914;5;Negozi;NORMALE;P;420;830;L;3,2;6,3;L;
NORD-OVEST;PIEMONTE;TO;1001071;A1DM; ;C487;CERCENASCO;B;B1;TO00000914;6;Uffici;NORMALE;P;450;890;L;2,3;4,5;L;
NORD-OVEST;PIEMONTE;TO;1001071;A1DM; ;C487;CERCENASCO;B;B1;TO00000914;10;Laboratori;NORMALE;P;310;610;L;1,7;3,3;L;
NORD-OVEST;PIEMONTE;TO;1001072;A1DN; ;C497;CERES;B;B1;TO00000240;20;Abitazioni civili;NORMALE;P;390;580;L;2,4;3,5;L;
NORD-OVEST;PIEMONTE;TO;1001072;A1DN; ;C497;CERES;B;B1;TO00000240;21;Abitazioni di tipo economico;NORMALE;P;310;460;L;2;3;L;
NORD-OVEST;PIEMONTE;TO;1001072;A1DN; ;C497;CERES;B;B1;TO00000240;13;Box;NORMALE;P;280;420;L;1,9;2,8;L;
NORD-OVEST;PIEMONTE;TO;1001072;A1DN; ;C497;CERES;B;B1;TO00000240;1;Ville e Villini;NORMALE;P;450;670;L;2,5;3,7;L;
NORD-OVEST;PIEMONTE;TO;1001072;A1DN; ;C497;CERES;B;B1;TO00000240;9;Magazzini;NORMALE;P;240;360;L;1,5;2,2;L;
NORD-OVEST;PIEMONTE;TO;1001072;A1DN; ;C497;CERES;B;B1;TO00000240;5;Negozi;NORMALE;P;350;700;L;2,7;5,4;L;
NORD-OVEST;PIEMONTE;TO;1001073;A1DP; ;C505;CERESOLE REALE;B;B1;TO00000890;20;Abitazioni civili;OTTIMO; ;1250;1850;L;4,1;6,1;L;
NORD-OVEST;PIEMONTE;TO;1001073;A1DP; ;C505;CERESOLE REALE;B;B1;TO00000890;20;Abitazioni civili;NORMALE;P;970;1450;L;3,1;4,6;L;
NORD-OVEST;PIEMONTE;TO;1001073;A1DP; ;C505;CERESOLE REALE;B;B1;TO00000890;21;Abitazioni di tipo economico;NORMALE;P;700;1050;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001073;A1DP; ;C505;CERESOLE REALE;B;B1;TO00000890;13;Box;NORMALE;P;420;620;L;2,6;3,9;L;
NORD-OVEST;PIEMONTE;TO;1001073;A1DP; ;C505;CERESOLE REALE;B;B1;TO00000890;9;Magazzini;NORMALE;P;270;410;L;1,7;2,5;L;
NORD-OVEST;PIEMONTE;TO;1001073;A1DP; ;C505;CERESOLE REALE;B;B1;TO00000890;5;Negozi;NORMALE;P;320;640;L;1,8;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;B;B1;TO00000244;20;Abitazioni civili;NORMALE;P;1450;2150;L;5,7;8,5;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;B;B1;TO00000244;20;Abitazioni civili;OTTIMO; ;1750;2650;L;8;12;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;B;B1;TO00000244;21;Abitazioni di tipo economico;NORMALE;P;1250;1800;L;5,4;8,1;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;B;B1;TO00000244;13;Box;NORMALE;P;970;1450;L;5,7;8,5;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;B;B1;TO00000244;5;Negozi;NORMALE;P;950;1800;L;6,4;12,8;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;B;B2;TO00001174;20;Abitazioni civili;NORMALE;P;1700;2500;L;5,7;8,5;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;B;B2;TO00001174;21;Abitazioni di tipo economico;NORMALE;P;1350;2000;L;5,2;7,9;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;B;B2;TO00001174;13;Box;NORMALE;P;970;1450;L;5,1;7,6;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;D;D2;TO00002503;20;Abitazioni civili;NORMALE;P;1450;2100;L;5,8;8,7;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;D;D2;TO00002503;21;Abitazioni di tipo economico;NORMALE;P;1250;1850;L;5,3;8,1;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;D;D2;TO00002503;13;Box;NORMALE;P;770;1150;L;5,2;7,8;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;D;D2;TO00002503;1;Ville e Villini;NORMALE;P;1450;2200;L;5,6;8,4;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;E;E2;TO00002192;20;Abitazioni civili;NORMALE;P;2000;3000;L;7,9;11,8;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;E;E2;TO00002192;13;Box;NORMALE;P;900;1350;L;5,7;8,5;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;E;E4;TO00002501;20;Abitazioni civili;NORMALE;P;1600;2400;L;5;7,5;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;E;E4;TO00002501;21;Abitazioni di tipo economico;NORMALE;P;1200;1800;L;4,8;7,3;L;
NORD-OVEST;PIEMONTE;TO;1001074;A1DQ; ;C564;CESANA TORINESE;E;E4;TO00002501;13;Box;NORMALE;P;770;1150;L;4,7;7,1;L;
NORD-OVEST;PIEMONTE;TO;1001075;A1DU; ;C604;CHIALAMBERTO;B;B1;TO00000246;20;Abitazioni civili;NORMALE;P;400;600;L;1,8;2,7;L;
NORD-OVEST;PIEMONTE;TO;1001075;A1DU; ;C604;CHIALAMBERTO;B;B1;TO00000246;21;Abitazioni di tipo economico;NORMALE;P;360;540;L;1,5;2,3;L;
NORD-OVEST;PIEMONTE;TO;1001075;A1DU; ;C604;CHIALAMBERTO;B;B1;TO00000246;13;Box;NORMALE;P;290;430;L;2;3;L;
NORD-OVEST;PIEMONTE;TO;1001075;A1DU; ;C604;CHIALAMBERTO;B;B1;TO00000246;1;Ville e Villini;NORMALE;P;430;640;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001075;A1DU; ;C604;CHIALAMBERTO;B;B1;TO00000246;9;Magazzini;NORMALE;P;230;340;L;1,6;2,4;L;
NORD-OVEST;PIEMONTE;TO;1001075;A1DU; ;C604;CHIALAMBERTO;B;B1;TO00000246;5;Negozi;NORMALE;P;320;640;L;2,3;4,4;L;
NORD-OVEST;PIEMONTE;TO;1001076;A1DV; ;C610;CHIANOCCO;B;B1;TO00000248;20;Abitazioni civili;NORMALE;P;620;940;L;3,2;4,8;L;
NORD-OVEST;PIEMONTE;TO;1001076;A1DV; ;C610;CHIANOCCO;B;B1;TO00000248;21;Abitazioni di tipo economico;NORMALE;P;570;860;L;2,3;3,4;L;
NORD-OVEST;PIEMONTE;TO;1001076;A1DV; ;C610;CHIANOCCO;B;B1;TO00000248;13;Box;NORMALE;P;360;540;L;2,2;3,3;L;
NORD-OVEST;PIEMONTE;TO;1001076;A1DV; ;C610;CHIANOCCO;B;B1;TO00000248;1;Ville e Villini;NORMALE;P;800;1200;L;2,4;3,6;L;
NORD-OVEST;PIEMONTE;TO;1001076;A1DV; ;C610;CHIANOCCO;B;B1;TO00000248;9;Magazzini;NORMALE;P;240;360;L;1,4;2,1;L;
NORD-OVEST;PIEMONTE;TO;1001076;A1DV; ;C610;CHIANOCCO;B;B1;TO00000248;5;Negozi;NORMALE;P;400;800;L;3,1;6,2;L;
NORD-OVEST;PIEMONTE;TO;1001077;A1DW; ;C624;CHIAVERANO;B;B1;TO00000250;21;Abitazioni di tipo economico;NORMALE;P;340;500;L;2,3;3,4;L;
